#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,G-71228,A,A12,3,3,1511,"Mail, postal and related workers",Commis au courrier et aux services postaux et personnel assimilé
Program,G-71228,A,A12,3,3,4032,Elementary school and kindergarten teachers,Enseignants/enseignantes aux niveaux primaire et préscolaire
Program,G-71228,A,A12,2,13,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,G-71228,A,A12,1,78,4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire
Program,G-71304,T,T03,4,7,2121,Biologists and related scientists,Biologistes et personnel scientifique assimilé
Program,G-71304,T,T03,4,7,2171,Information systems analysts and consultants,Analystes et consultants/consultantes en informatique
Program,G-71304,T,T03,1,11,2172,Database analysts and data administrators,Analystes de bases de données et administrateurs/administratrices de données
Program,G-71304,T,T03,4,7,2174,Computer programmers and interactive media developers,Programmeurs/programmeuses et développeurs/développeuses en médias interactifs
Program,G-71304,T,T03,4,7,2211,Chemical technologists and technicians,Technologues et techniciens/techniciennes en chimie
Program,G-71304,T,T03,1,11,2221,Biological technologists and technicians,Technologues et techniciens/techniciennes en biologie
Program,G-71304,T,T03,4,7,2282,User support technicians,Agents/agentes de soutien aux utilisateurs
Program,G-71304,T,T03,1,11,3211,Medical laboratory technologists,Technologues de laboratoires médicaux
Program,G-71305,T,T03,3,6,2134,Chemical engineers,Ingénieurs chimistes/ingénieures chimistes
Program,G-71305,T,T03,2,13,2211,Chemical technologists and technicians,Technologues et techniciens/techniciennes en chimie
Program,G-71305,T,T03,4,2,2263,Inspectors in public and environmental health and occupational health and safety,"Inspecteurs/inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail"
Program,G-71305,T,T03,4,2,3414,Other assisting occupations in support of health services,Autre personnel de soutien des services de santé
Program,G-71305,T,T03,1,45,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71306,T,T03,3,2,1221,Administrative officers,Agents/agentes d'administration
Program,G-71306,T,T03,2,3,1254,Statistical officers and related research support occupations,Agents/agentes de statistiques et professions connexes du soutien de la recherche
Program,G-71306,T,T03,5,1,1422,Data entry clerks,Commis à la saisie de données
Program,G-71306,T,T03,5,1,2172,Database analysts and data administrators,Analystes de bases de données et administrateurs/administratrices de données
Program,G-71306,T,T03,5,1,2174,Computer programmers and interactive media developers,Programmeurs/programmeuses et développeurs/développeuses en médias interactifs
Program,G-71306,T,T03,5,1,2211,Chemical technologists and technicians,Technologues et techniciens/techniciennes en chimie
Program,G-71306,T,T03,5,1,3219,Other medical technologists and technicians (except dental health),Autres technologues et techniciens/techniciennes des sciences de la santé (sauf soins dentaires)
Program,G-71306,T,T03,5,1,3236,Massage therapists,Massothérapeutes
Program,G-71306,T,T03,5,1,3414,Other assisting occupations in support of health services,Autre personnel de soutien des services de santé
Program,G-71306,T,T03,3,2,4012,Post-secondary teaching and research assistants,Assistants/assistantes d'enseignement et de recherche au niveau postsecondaire
Program,G-71306,T,T03,1,75,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71396,H,H04,2,33,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71396,H,H04,1,67,4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé"
Program,G-71397,H,H04,1,68,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71397,H,H04,3,5,3124,Allied primary health practitioners,Praticiens/praticiennes reliés en soins de santé primaire
Program,G-71397,H,H04,2,14,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71397,H,H04,3,5,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71397,H,H04,3,5,4021,College and other vocational instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle
Program,G-71397,H,H04,3,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71398,H,H04,1,82,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71398,H,H04,2,9,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71398,H,H04,2,9,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71400,H,H04,3,2,3011,Nursing co-ordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers
Program,G-71400,H,H04,2,5,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71400,H,H04,1,82,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71400,H,H04,4,1,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71400,H,H04,4,1,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-71410,H,H04,1,100,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71413,H,H04,3,1,311,Managers in health care,Directeurs/directrices des soins de santé
Program,G-71413,H,H04,3,1,3011,Nursing co-ordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers
Program,G-71413,H,H04,1,77,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71413,H,H04,3,1,3212,Medical laboratory technicians and pathologists' assistants,Techniciens/techniciennes de laboratoire médical et assistants/assistantes en pathologie
Program,G-71413,H,H04,2,21,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71413,H,H04,3,1,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71423,H,H04,4,1,3011,Nursing co-ordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers
Program,G-71423,H,H04,1,84,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71423,H,H04,2,8,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71423,H,H04,5,1,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71423,H,H04,5,1,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71423,H,H04,5,1,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,G-71423,H,H04,3,1,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-71425,H,H04,1,83,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71425,H,H04,2,17,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71426,H,H04,1,67,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71426,H,H04,2,33,4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire
Program,G-71433,H,H04,3,2,3011,Nursing co-ordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers
Program,G-71433,H,H04,1,80,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71433,H,H04,2,16,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71433,H,H04,5,1,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71433,H,H04,3,2,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,G-71439,H,H04,2,2,311,Managers in health care,Directeurs/directrices des soins de santé
Program,G-71439,H,H04,2,2,2263,Inspectors in public and environmental health and occupational health and safety,"Inspecteurs/inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail"
Program,G-71439,H,H04,1,90,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71439,H,H04,2,2,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71439,H,H04,2,2,3237,Other technical occupations in therapy and assessment,Autre personnel technique en thérapie et en diagnostic
Program,G-71439,H,H04,2,2,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71439,H,H04,2,2,4312,Firefighters,Pompiers/pompières
Program,G-71459,H,H04,2,6,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71459,H,H04,1,88,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71459,H,H04,2,6,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71470,H,H04,3,7,111,Financial managers,Directeurs financiers/directrices financières
Program,G-71470,H,H04,3,7,1411,General office support workers,Employés de soutien de bureau généraux/employées de soutien de bureau générales
Program,G-71470,H,H04,3,7,3144,Other professional occupations in therapy and assessment,Autres professionnels/professionnelles en thérapie et en diagnostic
Program,G-71470,H,H04,3,7,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71470,H,H04,3,7,3414,Other assisting occupations in support of health services,Autre personnel de soutien des services de santé
Program,G-71470,H,H04,3,7,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,G-71470,H,H04,3,7,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,G-71470,H,H04,3,7,4169,"Other professional occupations in social science, n.e.c.","Autres professionnels/professionnelles des sciences sociales, n.c.a."
Program,G-71470,H,H04,3,7,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71470,H,H04,1,13,4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé"
Program,G-71470,H,H04,1,13,5254,"Program leaders and instructors in recreation, sport and fitness","Animateurs/animatrices et responsables de programmes de sports, de loisirs et de conditionnement physique"
Program,G-71470,H,H04,3,7,6311,Food service supervisors,Superviseurs/superviseures des services alimentaires
Program,G-71470,H,H04,3,7,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-71471,H,H04,2,14,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71471,H,H04,4,6,6311,Food service supervisors,Superviseurs/superviseures des services alimentaires
Program,G-71471,H,H04,3,8,6611,Cashiers,Caissiers/caissières
Program,G-71471,H,H04,1,25,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-71471,H,H04,4,6,6731,Light duty cleaners,Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers
Program,G-71476,H,H04,1,100,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71477,H,H04,1,82,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71477,H,H04,2,9,3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.","Technologues en cardiologie et technologues en électrophysiologie diagnostique, n.c.a."
Program,G-71477,H,H04,2,9,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71490,A,A17,3,7,1221,Administrative officers,Agents/agentes d'administration
Program,G-71490,A,A17,3,7,1311,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres
Program,G-71490,A,A17,1,29,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71490,A,A17,3,7,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,G-71490,A,A17,3,7,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71490,A,A17,3,7,4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé"
Program,G-71490,A,A17,1,29,5254,"Program leaders and instructors in recreation, sport and fitness","Animateurs/animatrices et responsables de programmes de sports, de loisirs et de conditionnement physique"
Program,G-71490,A,A17,3,7,9461,"Process control and machine operators, food, beverage and associated products processing","Opérateurs/opératrices de machines et de procédés industriels dans la transformation des aliments, des boissons et des produits connexes"
Program,G-71493,H,H04,2,20,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71493,H,H04,1,80,4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé"
Program,G-71506,H,H01,5,4,3141,Audiologists and speech-language pathologists,Audiologistes et orthophonistes
Program,G-71506,H,H01,1,47,3237,Other technical occupations in therapy and assessment,Autre personnel technique en thérapie et en diagnostic
Program,G-71506,H,H01,3,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,G-71506,H,H01,2,10,4215,Instructors of persons with disabilities,Instructeurs/instructrices pour personnes ayant une déficience
Program,G-71506,H,H01,4,5,4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire
Program,G-71603,H,H02,1,54,3213,Animal health technologists and veterinary technicians,Technologues en santé animale et techniciens/techniciennes vétérinaires
Program,G-71603,H,H02,4,4,3219,Other medical technologists and technicians (except dental health),Autres technologues et techniciens/techniciennes des sciences de la santé (sauf soins dentaires)
Program,G-71603,H,H02,4,4,4021,College and other vocational instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle
Program,G-71603,H,H02,4,4,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71603,H,H02,4,4,6511,Maîtres d'hôtel and hosts/hostesses,Maîtres d'hôtel et hôtes/hôtesses
Program,G-71603,H,H02,2,13,6563,Pet groomers and animal care workers,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux
Program,G-71603,H,H02,3,8,6611,Cashiers,Caissiers/caissières
Program,G-71603,H,H02,4,4,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,G-71603,H,H02,4,4,7612,Other trades helpers and labourers,Autres manoeuvres et aides de soutien de métiers
Program,G-71604,H,H03,3,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-71604,H,H03,1,89,3215,Medical radiation technologists,Technologues en radiation médicale
Program,G-71604,H,H03,2,6,3216,Medical sonographers,Technologues en échographie
Program,G-71604,H,H03,3,2,4011,University professors and lecturers,Professeurs/professeures et chargés/chargées de cours au niveau universitaire
Program,G-71604,H,H03,3,2,6611,Cashiers,Caissiers/caissières
Program,G-71609,H,H03,2,14,3215,Medical radiation technologists,Technologues en radiation médicale
Program,G-71609,H,H03,1,81,3216,Medical sonographers,Technologues en échographie
Program,G-71609,H,H03,3,5,7511,Transport truck drivers,Conducteurs/conductrices de camions de transport
Program,G-71610,H,H03,3,1,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71610,H,H03,3,1,3215,Medical radiation technologists,Technologues en radiation médicale
Program,G-71610,H,H03,1,94,3216,Medical sonographers,Technologues en échographie
Program,G-71610,H,H03,2,4,3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.","Technologues en cardiologie et technologues en électrophysiologie diagnostique, n.c.a."
Program,G-71610,H,H03,3,1,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71617,H,H01,2,20,3011,Nursing co-ordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers
Program,G-71617,H,H01,1,30,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71617,H,H01,3,10,3132,Dietitians and nutritionists,Diététistes et nutritionnistes
Program,G-71617,H,H01,3,10,3219,Other medical technologists and technicians (except dental health),Autres technologues et techniciens/techniciennes des sciences de la santé (sauf soins dentaires)
Program,G-71617,H,H01,3,10,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71617,H,H01,3,10,4021,College and other vocational instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle
Program,G-71617,H,H01,3,10,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71619,H,H01,1,60,3124,Allied primary health practitioners,Praticiens/praticiennes reliés en soins de santé primaire
Program,G-71619,H,H01,2,40,3214,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists","Inhalothérapeutes, perfusionnistes cardiovasculaires et technologues cardiopulmonaires"
Program,G-71620,H,H01,2,25,1411,General office support workers,Employés de soutien de bureau généraux/employées de soutien de bureau générales
Program,G-71620,H,H01,1,50,3232,Practitioners of natural healing,Praticiens/praticiennes des médecines douces
Program,G-71620,H,H01,2,25,5243,"Theatre, fashion, exhibit and other creative designers","Ensembliers/ensemblières de théâtre, dessinateurs/dessinatrices de mode, concepteurs/conceptrices d'expositions et autres concepteurs/conceptrices art"
Program,G-71621,H,H01,2,6,311,Managers in health care,Directeurs/directrices des soins de santé
Program,G-71621,H,H01,2,6,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,G-71621,H,H01,2,6,1422,Data entry clerks,Commis à la saisie de données
Program,G-71621,H,H01,2,6,3012,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées
Program,G-71621,H,H01,2,6,3233,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires
Program,G-71621,H,H01,2,6,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71621,H,H01,2,6,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,G-71621,H,H01,1,44,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71621,H,H01,2,6,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,G-71621,H,H01,2,6,5254,"Program leaders and instructors in recreation, sport and fitness","Animateurs/animatrices et responsables de programmes de sports, de loisirs et de conditionnement physique"
Program,G-71621,H,H01,2,6,6322,Cooks,Cuisiniers/cuisinières
Program,G-71625,H,H03,2,6,3112,General practitioners and family physicians,Omnipraticiens/omnipraticiennes et médecins en médecine familiale
Program,G-71625,H,H03,2,6,3113,Dentists,Dentistes
Program,G-71625,H,H03,1,81,3219,Other medical technologists and technicians (except dental health),Autres technologues et techniciens/techniciennes des sciences de la santé (sauf soins dentaires)
Program,G-71625,H,H03,2,6,3223,"Dental technologists, technicians and laboratory assistants",Technologues et techniciens/techniciennes dentaires et auxiliaires dans les laboratoires dentaires
Program,G-71627,H,H03,3,2,1243,Medical administrative assistants,Adjoints administratifs médicaux/adjointes administratives médicales
Program,G-71627,H,H03,1,91,3222,Dental hygienists and dental therapists,Hygiénistes et thérapeutes dentaires
Program,G-71627,H,H03,2,4,3223,"Dental technologists, technicians and laboratory assistants",Technologues et techniciens/techniciennes dentaires et auxiliaires dans les laboratoires dentaires
Program,G-71627,H,H03,3,2,3411,Dental assistants,Assistants/assistantes dentaires
Program,G-71637,H,H01,5,0,1411,General office support workers,Employés de soutien de bureau généraux/employées de soutien de bureau générales
Program,G-71637,H,H01,1,97,3234,Paramedical occupations,Personnel ambulancier et paramédical
Program,G-71637,H,H01,5,0,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71637,H,H01,2,1,4021,College and other vocational instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle
Program,G-71637,H,H01,2,1,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71637,H,H01,2,1,4312,Firefighters,Pompiers/pompières
Program,G-71637,H,H01,5,0,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,G-71643,B,B02,4,6,631,Restaurant and food service managers,Directeurs/directrices de la restauration et des services alimentaires
Program,G-71643,B,B02,4,6,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-71643,B,B02,1,24,1252,Health information management occupations,Professionnels/professionnelles de la gestion de l'information sur la santé
Program,G-71643,B,B02,3,12,1411,General office support workers,Employés de soutien de bureau généraux/employées de soutien de bureau générales
Program,G-71643,B,B02,4,6,2171,Information systems analysts and consultants,Analystes et consultants/consultantes en informatique
Program,G-71643,B,B02,4,6,2172,Database analysts and data administrators,Analystes de bases de données et administrateurs/administratrices de données
Program,G-71643,B,B02,1,24,2283,Information systems testing technicians,Évaluateurs/évaluatrices de systèmes informatiques
Program,G-71643,B,B02,4,6,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71643,B,B02,4,6,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71643,B,B02,4,6,6541,Security guards and related security service occupations,Agents/agentes de sécurité et personnel assimilé des services de sécurité
Program,G-71651,H,H01,3,6,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,G-71651,H,H01,3,6,1243,Medical administrative assistants,Adjoints administratifs médicaux/adjointes administratives médicales
Program,G-71651,H,H01,2,13,1252,Health information management occupations,Professionnels/professionnelles de la gestion de l'information sur la santé
Program,G-71651,H,H01,3,6,1414,Receptionists,Réceptionnistes
Program,G-71651,H,H01,1,16,2171,Information systems analysts and consultants,Analystes et consultants/consultantes en informatique
Program,G-71651,H,H01,3,6,2282,User support technicians,Agents/agentes de soutien aux utilisateurs
Program,G-71651,H,H01,3,6,3413,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires"
Program,G-71651,H,H01,3,6,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71651,H,H01,3,6,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71807,A,A06,1,40,5244,Artisans and craftspersons,Artisans/artisanes
Program,G-71807,A,A06,3,7,6344,"Jewellers, jewellery and watch repairers and related occupations","Bijoutiers/bijoutières, réparateurs/réparatrices de bijoux, horlogers-rhabilleurs/horlogères-rhabilleuses et personnel assimilé"
Program,G-71807,A,A06,2,27,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71807,A,A06,3,7,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,G-71807,A,A06,3,7,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,G-71807,A,A06,3,7,7232,Tool and die makers,Outilleurs-ajusteurs/outilleuses-ajusteuses
Program,G-71807,A,A06,3,7,9611,Labourers in mineral and metal processing,Manoeuvres dans le traitement des métaux et des minerais
Program,G-71809,A,A05,1,75,5136,"Painters, sculptors and other visual artists","Peintres, sculpteurs/sculpteures et autres artistes des arts visuels"
Program,G-71809,A,A05,2,25,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,G-71820,A,A04,3,8,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,G-71820,A,A04,3,8,4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial
Program,G-71820,A,A04,1,38,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
Program,G-71820,A,A04,3,8,6332,Bakers,Boulangers-pâtissiers/boulangères-pâtissières
Program,G-71820,A,A04,2,15,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71820,A,A04,3,8,6611,Cashiers,Caissiers/caissières
Program,G-71820,A,A04,3,8,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-71820,A,A04,3,8,8231,Underground production and development miners,"Mineurs/mineuses d'extraction et de préparation, mines souterraines"
Program,G-71821,A,A04,2,17,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,G-71821,A,A04,5,8,1221,Administrative officers,Agents/agentes d'administration
Program,G-71821,A,A04,5,8,2173,Software engineers and designers,Ingénieurs/ingénieures et concepteurs/conceptrices en logiciel
Program,G-71821,A,A04,2,17,2252,Industrial designers,Designers industriels/designers industrielles
Program,G-71821,A,A04,1,25,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
Program,G-71821,A,A04,2,17,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71821,A,A04,5,8,6512,Bartenders,Barmans/barmaids
Program,G-71829,A,A01,1,33,5123,Journalists,Journalistes
Program,G-71829,A,A01,2,17,5131,"Producers, directors, choreographers and related occupations","Producteurs/productrices, réalisateurs/réalisatrices, chorégraphes et personnel assimilé"
